favorites,followers,following,listed,tweets,tweetsperfollower,followingperfollower,listedperfollower,favoritespertweet,compound,negative,neutral,positive,userurl,userbio,userurllen,userbiolen,word1,hashtag1,mention1,scorea,scoreb,scorec,scored,dayratio,dayperfollower,dayperlisting,timestr,account_age,handle1,keyword_women,keyword_woman,keyword_trump,keyword_hillary,keyword_war,keyword_russia,keyword_syria,keyword_iran,keyword_iraq,keyword_china,keyword_president,keyword_potus,keyword_jail,keyword_prosecuted,keyword_vote,keyword_police,keyword_black,keyword_latino,keyword_immigration,keyword_hate,keyword_unfit,keyword_love,keyword_isis,keyword_immigrant,keyword_putin,keyword_wall,keyword_email,keyword_dangerous,keyword_nuclear,keyword_nuke,keyword_oil,keyword_energy,keyword_tax,keyword_taxes,keyword_border,keyword_mexico,keyword_racist,keyword_groping,keyword_deficit,keyword_debt,keyword_rates,keyword_healthcare,keyword_education,keyword_crooked,keyword_lose,keyword_rapist,keyword_podesta,keyword_obamacare,keyword_racial,keyword_losing,keyword_winning,keyword_wikileaks,keyword_deplorable
12428.7914288,7325.71811029,1759.88511349,97.9473262777,43826.59636540001,119.40951668,2.17663539135,0.0893520604211,21.2848172197,-0.010508143016299999,0.0883605695586,0.8267740217239999,0.08486666202479999,15,11,7707,7392,de,#trumpprotest,@realdonaldtrump,68.0,2.0,33.0,59.0,0.0413757941799,2.21731126841,54.66548583,20161112_2320,1471.0,OurRevolution16,332,262,14371,1463,45,129,18,17,0,84,985,34,5,20,642,170,235,15,48,510,3,196,18,11,127,292,54,12,26,2,2,30,35,17,32,48,283,0,12,8,2,7,18,10,37,6,6,53,50,38,169,48,7
12408.9115109,6231.92226321,1739.01405804,96.2305310042,45133.9720231,124.365693153,2.15764534865,0.11048887200799999,21.72714089,-0.0166925951702,0.08756893311990001,0.8307644582089999,0.0816709931102,16,13,7779,7441,de,#notmypresident,@realdonaldtrump,68.0,2.0,33.0,58.0,0.0425531914894,2.21397956365,52.509433962299994,20161112_2330,1479.0,Mitchif1,357,264,14234,1279,54,130,13,17,2,83,1105,49,12,9,709,216,289,33,37,464,6,189,10,18,98,305,64,28,24,0,3,11,51,19,25,70,311,0,2,8,0,11,18,12,38,7,9,53,44,16,151,48,9
12171.9188596,5803.84409745,1810.56711164,83.4421944164,41963.8758147,154.37417189,2.10332377551,0.09579335912340001,23.8536998956,-0.0125929664355,0.089196333345,0.8267094559270001,0.08409518664389999,23,15,7741,7412,de,#trumpprotest,@realdonaldtrump,62.0,2.0,34.0,55.0,0.0424242424242,2.15673017824,53.285714285699996,20161112_2340,1469.0,prsmith2009,328,219,14486,1385,61,113,13,13,4,76,1007,31,18,9,661,177,368,48,43,405,11,198,18,18,76,310,76,16,28,0,7,26,54,17,27,63,276,1,5,12,1,2,14,12,23,4,13,54,79,22,129,45,12
12306.5265576,6685.69255134,1888.7428472,101.67660981600001,40299.767908099995,129.274912221,2.1233358454799998,0.104196139711,21.9800768922,-0.0239395857988,0.0891594500522,0.829759171598,0.08108190045250001,20,13,7897,7545,de,#notmypresident,@wikileaks:,64.0,2.0,33.0,58.0,0.042809364548500005,2.1973886154400004,54.0791925466,20161112_2350,1462.0,prsmith2009,273,220,14646,1504,61,122,17,20,0,75,997,29,20,14,649,180,378,18,43,441,8,178,30,9,87,325,156,14,26,3,5,36,67,20,33,78,323,3,2,9,0,5,12,15,39,2,5,83,74,29,133,47,8
12695.9538258,4688.44674618,1825.98992118,88.34323777639999,39434.589488699996,103.031626865,2.2243627031799997,0.0974395208135,23.0457815766,-0.011017071214299998,0.08804195438380001,0.827259642882,0.0847020297133,18,12,7674,7335,de,#trumpprotest,@kumailn:,67.0,2.0,33.0,58.0,0.0425531914894,2.18598354462,52.9130434783,20161113_0000,1472.0,Dariiely_,255,217,14268,1509,173,94,16,14,7,86,1071,33,24,6,636,174,305,21,51,409,9,161,13,9,84,301,119,20,26,0,9,32,74,15,23,49,331,1,2,6,0,5,14,10,37,7,14,60,58,22,205,52,7
13017.6863285,6386.95251202,1758.83063898,99.90770678,40182.5537245,92.21087167969999,2.2293190276700003,0.090653806886,25.127978263800003,-0.00783429029336,0.08864204585049999,0.8254522332940001,0.08590659187510001,18,12,7957,7589,de,#notmypresident,@realdonaldtrump,67.0,2.0,33.0,57.0,0.0430247718383,2.2458691384700002,55.6103448276,20161113_0010,1482.0,crabears,329,217,14039,1593,131,116,9,13,9,79,1046,33,13,11,606,157,321,21,44,459,11,200,21,9,73,306,107,32,22,1,15,50,74,22,14,33,401,1,5,10,4,3,24,26,48,3,17,87,42,18,193,66,6
12838.617395899999,4107.33146244,1847.50277148,82.6334321074,42482.35694609999,135.23342899,2.13066354911,0.08939268554410001,22.7417197091,-0.0007496601010980001,0.0865878682238,0.827780895939,0.0856308175004,20,18,7753,7412,de,#trumpprotest,@kurteichenwald:,69.0,2.0,34.0,60.0,0.0417165335802,2.1336553945200003,53.441176470600006,20161113_0020,1476.0,crabears,255,245,14214,1717,100,270,6,11,9,73,978,25,10,9,580,147,351,17,30,464,7,223,29,9,73,290,106,20,14,2,11,37,62,15,21,67,303,0,3,2,2,5,11,16,66,6,9,263,34,18,191,41,8
13298.8949592,4992.14396425,1958.87907561,89.71420093559999,42274.0414019,124.49544846100001,2.59029461149,0.102036114857,22.9902908493,-0.00489229560846,0.08757917335750001,0.8282344829989999,0.0841869021853,31,31,7677,7340,de,#maga,@realdonaldtrump,68.0,2.0,33.0,57.0,0.042164780319800005,2.10918761783,53.2234927235,20161113_0030,1461.0,dave31_sam,299,229,14224,1791,95,231,10,9,8,104,1069,28,17,15,538,157,354,12,31,428,2,205,33,8,66,329,111,29,17,0,17,45,46,20,11,46,268,0,5,13,0,7,20,24,52,4,7,221,55,20,152,34,15
13487.6426204,6691.07587121,1699.02888339,96.7093522168,41957.685422300005,97.9456849558,2.32371665994,0.0939154941481,23.209079956900002,-0.014769096871,0.0914668782921,0.8227198869779999,0.0858126417135,30,30,7882,7549,de,#maga,@realdonaldtrump,67.0,2.0,33.0,58.0,0.0434782608696,2.17142857143,54.2777777778,20161113_0040,1491.0,crabears,324,279,14192,1655,78,120,9,16,1,94,908,33,16,6,557,178,356,13,52,406,6,225,29,14,72,339,159,24,19,1,10,38,51,16,17,31,301,0,4,7,1,2,28,28,46,4,5,185,44,27,204,48,13
13186.3661265,4831.67809723,1825.39149678,87.74981704129999,38305.3743161,94.43366181260001,2.2347153470400003,0.0923569934604,22.7759163654,-0.006240250914790001,0.089042794912,0.822637881164,0.088316048092,22,14,7681,7348,de,#notmypresident,@youtube,63.0,2.0,33.0,58.0,0.0434782608696,2.20484171322,52.891891891899995,20161113_0050,1469.0,crabears,385,232,14626,1561,84,119,14,19,4,88,1013,37,12,7,648,165,423,17,47,402,26,210,16,11,56,286,97,31,23,3,8,36,64,17,18,37,333,0,3,7,1,5,9,16,87,5,9,150,39,19,145,39,7
13496.7172291,5087.28967369,1791.62250732,86.4355738391,39977.0989402,97.17180021809999,2.3644778545299996,0.08983828415819999,23.4838385725,0.00298470227304,0.0869135406498,0.82341856087,0.0896670966392,22,16,7501,7176,de,#notmypresident,@realdonaldtrump,60.0,2.0,35.0,57.0,0.04283054003719999,2.20852817627,54.74133811229999,20161113_0100,1498.0,freebtc_click,311,226,14852,1654,102,149,12,14,2,86,1174,32,11,6,726,171,458,13,45,448,11,227,22,9,86,303,83,35,23,12,13,28,59,20,31,35,340,1,3,8,4,9,15,12,105,4,10,119,32,27,160,45,8
13282.2610471,6343.37891798,1905.14879581,98.8394415358,40861.682338599996,123.75056188200001,2.71693249233,0.09970578257549999,23.425491833600002,-0.0112914938918,0.08998984293189999,0.8224870855149999,0.0874998603839,23,22,7814,7487,de,#maga,@wikileaks:,58.0,2.0,34.0,59.0,0.0417868872906,2.1166371460900004,52.7336363636,20161113_0110,1471.0,VictorineLenor6,251,201,14363,1842,74,120,17,12,1,94,1073,35,5,3,607,165,436,15,50,451,7,241,15,6,69,331,93,22,17,6,8,35,50,16,26,55,298,0,2,11,1,8,11,12,65,2,12,154,18,32,124,65,11
12829.4587688,7317.40315307,1999.37829902,101.880204146,38328.4141294,117.181907774,2.36462983404,0.0958207078213,24.018938138200003,-0.0106640507568,0.09200129338969999,0.8196563078970001,0.0883192225679,23,23,7626,7302,de,#notmypresident,@wikileaks:,70.0,2.0,35.0,60.0,0.0432692307692,2.2076923076900004,53.1836734694,20161113_0120,1452.0,VictorineLenor6,249,209,14269,1708,51,110,9,9,4,97,1056,31,15,6,629,204,337,18,78,436,11,197,29,7,118,354,86,16,11,1,7,26,52,25,24,53,289,0,4,18,1,9,15,13,54,12,4,115,24,24,130,61,7
12632.660076799999,6375.56308068,1872.14523227,91.83475375479999,37796.639504,102.835969915,2.21992948566,0.09400078908949999,23.4927402879,-0.00649352427524,0.09033265805099999,0.821430352777,0.0882209919665,18,13,7530,7193,de,#notmypresident,@wikileaks:,64.0,2.0,35.0,58.0,0.0434782608696,2.28093228433,54.2718702866,20161113_0130,1471.5,VictorineLenor6,231,301,14242,1580,47,117,13,27,2,90,974,21,14,12,696,207,396,19,80,448,19,230,24,18,96,354,65,7,11,1,9,25,36,29,39,44,245,0,3,3,1,5,22,16,48,2,10,134,38,19,146,65,10
12545.0076726,4760.7934695,1822.03142627,81.15555477699999,39009.587534599996,123.268457095,2.34408293222,0.09560916639530001,24.573652943800003,-0.009945363136320001,0.0900174123253,0.823361279473,0.08660925620989998,19,15,7579,7203,de,#maga,@realdonaldtrump,65.0,2.0,33.0,54.0,0.043010752688199996,2.1454683929900003,52.48387096770001,20161113_0140,1443.0,RyanResign,272,242,14134,1628,67,117,11,15,6,115,897,37,17,6,676,209,364,24,51,437,16,215,19,12,85,315,75,18,22,3,9,32,57,23,27,37,221,1,1,8,3,8,20,12,50,2,7,140,37,30,111,57,7
13030.7277082,6062.38492202,2016.14745786,97.4163927547,39968.348381,111.87984987799999,2.2339499117900004,0.096628713004,23.580523502600002,-0.017959367788,0.09038904818520001,0.826194873767,0.08340488845369999,17,16,7396,7060,de,#notmypresident,@wikileaks:,65.0,2.0,33.0,58.0,0.0423061654297,2.1102307295,51.373214285699994,20161113_0150,1456.0,9872hb,264,201,14294,1871,52,147,9,14,1,88,980,25,12,7,635,230,339,19,50,483,14,232,18,8,100,325,64,18,50,3,5,20,67,17,27,35,265,0,2,5,5,11,16,16,34,7,9,146,28,61,117,48,9
13298.2066732,6686.337581399999,1851.11315734,94.6231356348,38124.1353197,75.44496910939999,2.2536138127900003,0.0909324817417,26.034867474200002,-0.013550112037,0.0888251523003,0.827611371753,0.0835554232897,23,13,7406,7091,de,#maga,@wikileaks:,65.0,2.0,34.0,62.0,0.042857142857099996,2.21091190381,53.2222222222,20161113_0200,1482.0,JRBeutin,304,213,13991,1879,41,184,8,11,4,94,976,20,16,9,691,245,379,19,41,463,15,207,7,6,132,317,66,25,44,0,5,25,140,22,29,31,272,1,1,16,1,3,17,15,55,5,7,113,21,41,131,46,5
12697.8380385,7454.8434676,1894.47947461,108.58560420299999,38672.5123292,91.17442895020001,2.1510601663699997,0.09451538997469999,24.7619871024,-0.011216486865100002,0.08866108581439999,0.82702619965,0.08430637478110001,33,33,7678,7359,de,#notmypresident,@wikileaks:,62.0,2.0,33.0,61.0,0.0432798470054,2.2141833810900002,53.287037037,20161113_0210,1462.0,GuysKsa,274,201,14420,1969,49,148,14,15,3,76,984,19,16,12,767,183,312,23,41,402,15,197,9,8,107,342,68,16,36,1,5,23,173,53,14,36,284,4,1,7,1,12,19,16,46,5,6,140,26,63,139,31,8
13162.723170799998,4831.88935245,1855.69358062,91.2010658065,39378.1421309,92.195500591,2.23661737516,0.09482844729939999,23.0052984688,-0.00652612628405,0.08943284367000001,0.824440837219,0.08612028888969998,23,17,7555,7231,de,#maga,@wikileaks:,65.0,2.0,33.0,54.0,0.043055555555600006,2.17792792793,52.127272727299996,20161113_0220,1461.0,thewobbleeffect,243,228,14347,1841,44,128,11,50,4,96,1033,29,5,12,865,186,338,11,34,461,12,174,18,6,77,309,55,16,66,2,7,28,148,51,15,41,276,2,1,6,1,13,12,13,40,12,10,90,27,62,109,36,22
13026.000245799998,5078.78725945,1943.12013626,87.0259867959,38351.6400829,96.66320413860001,2.1851448266299998,0.09221257955539999,23.639930696599997,-0.00818553869926,0.08842407641519999,0.824071569041,0.08749441635060001,19,15,7293,6945,de,#maga,@realdonaldtrump,64.0,2.0,33.0,57.0,0.043593772030499994,2.20909090909,52.253787878800004,20161113_0230,1473.0,mame6432,257,253,14400,1670,50,149,8,36,4,89,1055,39,12,7,814,176,328,17,56,423,9,188,17,6,120,292,57,20,44,0,9,16,106,37,47,39,277,4,3,11,0,7,8,9,46,11,10,97,25,46,100,37,14
13361.9445423,5931.83612676,1909.39549296,90.6799647887,40084.574542300004,80.8355392878,2.1683048547099997,0.08631983479710001,23.2630294091,-0.0134421302817,0.092141056338,0.819245176056,0.08860693661969998,18,14,7476,7141,de,#maga,@realdonaldtrump,65.0,2.0,34.0,61.0,0.04265054362980001,2.1521383139099997,53.4258241758,20161113_0240,1492.0,irishchick814,280,258,14708,1596,44,171,8,21,0,163,957,26,2,1,738,209,351,10,69,450,9,197,19,13,116,379,90,18,32,0,5,35,115,22,34,40,243,0,0,11,0,17,8,10,35,6,7,91,16,49,124,42,12
13153.3746706,6490.00302125,2045.37157913,89.4350606007,39137.634884900006,120.03982965600001,2.03897060928,0.12381758559,66.7270830065,-0.0168831863692,0.08988262778850001,0.826120815036,0.083993360267,23,19,7112,6789,de,#trump2016,@stylishrentals:,69.0,2.0,32.0,60.0,0.0443037974684,2.14736842105,49.1875,20161113_0250,1439.0,WOMEN4ACAUSE,274,254,14847,1655,55,153,10,25,12,155,992,44,6,9,694,174,420,14,76,444,20,198,20,14,129,324,63,12,43,3,7,38,73,22,39,32,316,0,2,9,0,10,15,7,32,7,7,92,27,58,107,61,7
13167.7868033,5118.31942537,2021.49882046,86.8711312982,38598.0749269,134.76012803,2.08424869573,0.09249728297260001,22.769916275,-0.020631604521,0.09130843984369999,0.8233949156720001,0.08529266575120001,33,15,7503,7168,anti-trump,#maga,@wikileaks:,67.0,2.0,34.0,56.0,0.0434782608696,2.13006756757,51.0434782609,20161113_0300,1466.0,VictorineLenor7,300,257,14414,1911,52,166,4,22,4,105,959,48,9,11,791,193,381,28,69,456,9,174,10,9,103,330,65,10,23,0,3,15,86,31,29,27,370,2,4,11,0,10,11,9,46,2,8,131,26,59,106,84,6
12929.6978577,5366.7070039,1994.36964857,89.3572308017,42837.8962254,148.682756251,2.19181134564,0.10093661163499999,26.38107066,-0.0161499947233,0.0906592675977,0.822563724628,0.0867745453266,30,20,7609,7275,de,#maga,@kurteichenwald:,66.0,2.0,33.0,57.0,0.04390435123480001,2.15037593985,50.3265306122,20161113_0310,1464.0,KeepAmerGr8,230,272,14476,2015,56,228,6,25,2,100,901,39,19,9,825,189,305,16,65,456,7,208,16,20,104,331,62,31,30,3,3,24,91,33,98,24,282,2,0,5,0,3,23,14,62,4,6,98,39,42,203,181,6
13533.175824599999,7874.41037503,1937.7293241,100.579949149,42692.6412882,124.21567064799999,2.06930609403,0.09176488597110001,23.7866918239,-0.0195754784942,0.09301938696239999,0.8211902676739999,0.08578384772939998,28,22,7427,7084,anti-trump,#trumpprotest,@realdonaldtrump,66.0,2.0,35.0,59.0,0.0441696113074,2.1462754248500002,50.384777123599996,20161113_0320,1460.0,anneroberts_au,221,192,14254,1904,51,184,6,28,2,90,934,46,18,2,787,254,311,28,45,480,17,293,18,4,94,288,52,19,22,1,4,23,70,30,113,26,287,1,2,6,2,7,22,18,55,7,9,94,35,46,130,86,8
13556.304247799999,4673.54453097,1973.74966372,87.4408849558,40523.663114999996,126.203873877,2.44136224092,0.10048969873,24.014125674899997,-0.010690407079600001,0.0924038230088,0.8187547964599999,0.088839539823,24,17,7305,6994,president,#trumpprotest,@realdonaldtrump,69.0,2.0,32.0,54.0,0.044444444444399996,2.16500575374,49.0606617647,20161113_0330,1460.0,Antonucci1625,207,177,14436,1762,50,239,5,18,2,103,1266,45,11,5,869,266,305,21,41,404,12,225,18,14,168,347,43,22,22,1,6,18,56,24,200,32,329,0,3,7,0,3,13,17,42,4,8,122,28,29,133,113,3
13126.059635,6564.53080787,1828.96388653,90.9900608376,38821.745614,128.176069104,3.0821529915900006,0.11936510657800001,26.8747661612,-0.0021539827391100002,0.090123762026,0.819466468591,0.0904121038483,26,18,7119,6765,president,#golfchat,@energy_stocks:,64.0,2.0,33.0,60.0,0.045248868778300005,2.17361690781,49.4,20161113_0340,1414.0,17Veronicacejas,195,209,14411,1770,48,226,12,14,3,84,1219,31,8,6,845,296,334,26,68,397,7,191,15,6,190,258,45,17,21,0,5,17,159,27,181,26,499,2,3,1,1,4,9,21,55,4,6,110,28,33,113,112,6
13076.4288144,4982.52852385,1768.79530154,86.4358302034,40813.295762199996,110.980045964,2.16962995413,0.09583035465600001,25.7706661535,-0.00476262490256,0.0884406845723,0.823248033449,0.0883064984764,40,23,7453,7058,anti-trump,#maga,@realdonaldtrump,59.0,2.0,33.0,58.0,0.0447204626272,2.26075976039,53.135749385699995,20161113_0350,1467.0,STAND_FIGHT_ACT,177,218,14057,2058,45,202,6,19,2,93,1173,25,18,10,794,269,390,24,77,394,7,227,14,23,147,304,53,18,18,2,3,21,112,35,146,36,263,0,0,6,2,5,31,62,53,3,13,119,29,35,126,79,12
13356.576306899999,5584.51230065,1778.4074233,89.879925624,39268.2904241,134.993892482,2.4007969076099998,0.107912026361,23.95563254,-0.0017794142887800001,0.0889241221483,0.8212095043979999,0.0898605091897,29,29,7135,6825,anti-trump,#maga,@realdonaldtrump,64.0,2.0,34.0,61.0,0.04520362893180001,2.25715010458,51.1842461122,20161113_0400,1471.0,STAND_FIGHT_ACT,226,212,13892,1957,53,206,8,13,0,103,1013,35,16,12,803,342,415,20,52,393,11,193,19,12,128,339,50,20,28,3,4,20,130,39,118,48,271,9,2,5,0,3,13,58,59,2,10,126,22,37,108,86,15
12935.2887737,6044.08283876,1860.48437612,93.4432606364,40120.7792635,120.212945622,2.37544675084,0.0972262510557,23.6651873755,-0.0166729388631,0.09160446907400001,0.8205168037180001,0.08787186271,25,22,7384,7032,people,#maga,@youtube,61.0,2.0,34.0,60.0,0.044150110375300006,2.2502847380400004,51.2785560345,20161113_0410,1465.0,OurRevolution16,197,198,14136,1932,50,185,10,32,7,91,1100,25,15,21,796,361,467,14,46,508,10,204,16,20,125,272,55,21,35,1,2,17,81,28,127,33,324,2,0,13,3,5,26,37,215,3,4,120,24,32,120,58,13
13220.4044794,5369.03789186,1904.70157463,83.3230514812,38466.965092,142.31876228,2.22350485347,0.0917742272267,23.1033668821,-0.019675043140599997,0.0945356988783,0.8190196649410001,0.0864380212827,36,24,7506,7150,anti-trump,#maga,@jkcorden:,71.0,2.0,33.0,60.0,0.0434782608696,2.23516720604,52.9375,20161113_0420,1478.0,AzDeplorable,237,177,13829,1947,43,310,9,20,3,85,1043,31,28,15,842,315,354,11,74,467,7,201,40,2,112,315,77,15,28,1,3,18,84,15,119,36,305,1,0,13,1,8,13,35,131,2,5,94,21,56,108,53,9
13557.324886899998,4439.80119877,1874.6839063999998,83.1398679205,39560.324922800006,133.084333465,2.19292433234,0.094038882139,25.286041861399998,-0.0227663125404,0.0949131433494,0.819847283038,0.0852377431627,31,19,7361,7049,anti-trump,#maga,@buzzfeednews:,68.0,2.0,33.0,57.0,0.0436996392387,2.21722500845,52.3442622951,20161113_0430,1467.0,dwlinzy,249,168,13765,1893,43,224,51,36,4,87,939,28,16,9,818,305,302,26,48,473,6,180,21,5,107,316,72,12,14,2,4,23,102,22,113,41,293,1,1,6,1,7,17,40,122,3,6,109,25,30,95,53,15
13056.133757700001,5605.99863329,1853.63976406,84.1888936844,38379.6270321,120.495586207,2.30097735198,0.0931165967778,23.9429462516,-0.0149921665947,0.09637357934110001,0.814762444253,0.08885588404549999,28,15,7561,7233,anti-trump,#snl,@realdonaldtrump,67.0,2.0,35.0,54.0,0.0426662097327,2.4190682823,57.1751918159,20161113_0440,1507.0,BornBiafra,186,144,13361,2487,31,213,30,28,5,95,1014,24,14,5,795,272,302,22,53,388,9,157,12,4,98,294,55,18,15,2,4,11,91,24,90,44,306,4,1,10,0,7,17,35,114,11,9,77,22,31,105,64,8
12700.6179328,4455.13791991,1908.40533467,84.9064639874,39771.510127999994,112.802194315,2.26417085196,0.08863892374469999,22.654828460300003,-0.0100101781809,0.09401584626970001,0.818950704478,0.08702968486719999,20,20,7609,7320,give,#snl,@iamjoonlee:,64.0,2.0,34.0,59.0,0.0419208167516,2.3480441324,56.1956521739,20161113_0450,1529.0,crabears,226,129,13912,2241,43,119,18,29,2,56,1060,16,18,2,751,262,328,40,43,441,14,158,16,4,95,243,64,14,13,0,5,28,74,18,78,30,283,3,1,3,0,6,18,32,89,11,5,110,15,25,116,57,3
13539.7492932,5536.03468648,2028.16810439,85.1591518666,39787.3571584,122.543457874,2.2811657253599997,0.08709200485469999,28.017219832800002,-0.011219963755000001,0.0928703153316,0.820930047119,0.0861960492932,23,20,7705,7372,people,#snl,@thehashtag0nist:,65.0,2.0,34.0,59.0,0.0416666666667,2.33333333333,57.3333333333,20161113_0500,1511.0,KathySholtz,186,181,13386,2095,40,122,12,22,2,94,925,21,14,9,666,235,383,22,39,419,8,175,16,5,96,329,30,12,22,1,4,12,77,26,86,40,243,1,2,3,3,4,19,21,59,3,8,74,20,26,104,72,9
13257.9721191,9541.78266725,1685.03577928,99.571922545,39554.7521293,116.811096084,2.27633712308,0.09290194557430001,22.4117021469,0.014186903981899998,0.0881495959817,0.819138567373,0.0927119822378,24,18,7662,7322,la,#trumpprotest,@theanonnmessage:,67.0,2.0,34.0,65.0,0.041379310344800004,2.24366312347,57.122459893,20161113_0510,1468.0,Cecil3695Cecil,241,222,13095,1961,45,157,21,13,6,65,954,23,14,1,733,201,325,26,40,339,7,164,16,3,106,263,39,14,18,0,2,21,64,15,72,40,282,2,1,2,0,4,7,24,74,3,5,75,28,18,74,73,9
13299.6049934,4769.82142334,1703.28598624,81.9286864841,41358.302423500005,101.626646173,2.2947378660699997,0.0903749787408,23.4997241481,-0.00399855396105,0.0918329550447,0.818460206472,0.08970281153899999,20,15,7730,7347,white,#snl,@youtube,70.0,2.0,35.0,57.0,0.041802136553599996,2.3605900066,58.8417174797,20161113_0520,1489.0,missmarie825,185,227,13032,1993,49,122,27,23,6,81,1014,32,11,5,723,193,378,34,40,773,6,170,17,13,107,242,43,13,13,1,5,22,50,27,79,29,341,2,1,4,0,6,6,39,76,5,4,83,21,28,127,49,10
12636.909030600002,6198.01264796,1723.5162801,93.7588406652,44208.1642391,136.511819915,2.33964055209,0.09018500956,23.007270205,-0.000465367454552,0.0902883587153,0.820327961945,0.08938272060180001,22,13,7502,7102,people,#snl,@theanonnmessage:,65.0,2.0,35.0,60.0,0.0421296039897,2.35593220339,57.714285714300004,20161113_0530,1476.0,piketebow,183,184,13267,1958,37,212,22,30,1,56,874,20,12,7,721,214,334,16,43,511,12,185,16,7,79,234,51,11,25,0,4,35,67,19,72,36,340,6,3,3,1,2,10,28,61,7,5,55,21,26,136,55,6
12532.9572862,6029.61098568,1883.35914424,93.5676796091,41882.5270015,116.48899120700001,2.29876600624,0.09176067812699999,21.843178206599998,0.00424080023689,0.08590509679089998,0.824629825665,0.089464633379,29,28,7611,7271,people,#snl,@somexlcan:,68.0,2.0,35.0,61.0,0.0412698412698,2.3246492986000002,59.2727272727,20161113_0540,1473.0,pfucci,186,182,13153,1808,42,182,22,17,3,154,880,21,5,7,734,245,488,43,29,420,3,164,13,13,83,276,44,15,23,0,3,55,45,29,74,44,414,5,0,2,0,7,12,17,55,7,6,65,26,54,120,54,6
13020.4983399,7141.11326592,1870.62503773,99.3941669182,42238.663673400006,111.89685047200001,2.25863516324,0.0957120295365,23.532104815,0.0016394846060999997,0.0882036296408,0.822502905222,0.08928897524900001,27,18,7399,7095,anti-trump,#snl,@thehashtag0nist:,65.0,2.0,34.0,62.0,0.0423491090247,2.3132137031,56.5,20161113_0550,1485.0,trumpthetalkin1,209,177,12771,1754,55,123,22,17,3,102,1025,20,3,1,628,254,365,31,43,442,12,155,17,36,77,247,48,23,22,0,2,41,43,11,71,47,340,0,3,5,0,6,13,15,52,4,5,62,22,80,153,41,4
13783.6043269,6030.25623398,1812.98737668,95.6350112639,40265.5904995,118.15757463899999,2.30370839959,0.10030333454500001,23.4782438663,0.0007647789947949999,0.08768531033949999,0.824304086072,0.0880045443952,20,17,7267,6896,president,#snl,@thehashtag0nist:,65.0,2.0,35.0,58.0,0.043728451619499994,2.39862590041,57.26574885270001,20161113_0600,1494.0,Deplorablefrog1,164,200,12585,1683,33,158,15,25,1,75,1289,25,3,4,558,239,319,12,33,393,9,155,7,10,129,223,48,18,29,0,1,30,38,20,68,63,275,6,0,2,1,5,11,18,49,1,5,60,18,42,151,41,3
12455.1858037,7248.1535393,1697.47274149,100.63605788,41297.6856081,141.56858413700002,2.2227833668400003,0.101864224387,22.499299368499997,0.00535065701995,0.0850365662886,0.8281155651150001,0.0868447008213,29,29,7468,7158,us,#snl,@realdonaldtrump,66.0,2.0,34.0,57.0,0.0432098765432,2.4058899537,54.8166666667,20161113_0610,1470.0,Deplorablefrog1,178,145,12608,1932,25,514,9,15,6,91,1008,18,18,1,588,246,215,30,21,391,15,177,11,6,93,210,50,16,16,1,3,20,54,21,62,39,249,6,0,12,0,5,9,22,64,6,8,52,21,47,141,28,4
13205.985145100001,6660.59431431,1798.06066066,100.17309309299999,41900.2028829,160.300893282,2.23742483514,0.101599614225,23.048138116599997,-0.00322270670671,0.0870324724725,0.8266385185189999,0.0863271271271,22,22,7171,6897,de,#snl,@uberfacts:,64.0,2.0,34.0,58.0,0.0434782608696,2.36772046589,56.7826086957,20161113_0620,1477.0,funder,134,131,12504,1611,45,198,16,20,1,84,981,29,13,4,620,283,259,9,20,380,10,155,8,4,78,244,48,19,26,0,3,38,45,11,61,50,233,2,1,7,1,6,8,19,49,3,6,59,15,40,134,36,4
13358.7712559,8311.58158788,2064.66810166,111.087921186,41304.3090902,192.734811993,2.28874365229,0.10986547828,23.4567477967,-0.000168937825979,0.0859925904462,0.828672903386,0.085334588956,26,19,6877,6609,de,#snl,@realdonaldtrump,67.0,2.0,33.0,60.0,0.044149630274,2.31608125803,52.2592592593,20161113_0630,1422.0,GabrielCNwolise,158,147,11887,1570,45,130,11,18,2,66,949,28,6,2,615,230,272,12,28,403,17,144,16,12,96,235,46,11,61,2,7,20,45,15,59,43,209,5,3,3,1,1,8,28,55,2,7,55,16,37,138,32,6
13671.2377014,6314.46319072,2073.93218431,96.2508227958,44790.3409839,135.089651145,2.2351295749,0.104117280472,22.754808562199997,0.009996466308679999,0.0840379352157,0.8295859172010001,0.086375584618,19,19,6785,6452,president,#snl,@thehashtag0nist:,65.0,2.0,33.0,55.0,0.0441176470588,2.2761656216799997,52.5283018868,20161113_0640,1457.0,slava381977,240,121,11456,1423,29,141,11,9,2,60,1044,19,5,3,543,209,211,15,32,398,8,115,18,6,100,219,52,12,37,1,9,16,67,13,75,43,219,0,1,6,1,2,7,31,46,3,4,51,13,25,100,47,9
